OBJECTID,WARD,SHAPESTArea,SHAPESTLength,FEATURECODE,NAME_TXT,MUNIC,MUNIC_NAME,PRECINCT,STATE_CD,MCD_CD,CONG_DIST,SEN_DIST,HOUSE_DIST,COMM_DIST,PARK_COUNTY,PARK_MPLS,GlobalID
267,3,627534.44760873,4431.22711083083,260,Minneapolis W-03 P-10,1,Minneapolis,1505,27,135,5,59,59B,3,,4,{C5B76B34-CF0E-4A80-A624-737C382CBBA4}
268,3,569793.357394855,3895.12065471697,260,Minneapolis W-03 P-11,1,Minneapolis,1510,27,135,5,59,59B,3,,4,{8F2E45F6-A1C6-4C1A-8862-906E8552EEDB}
269,3,595646.99562524,3870.92516601887,260,Minneapolis W-03 P-12,1,Minneapolis,1515,27,135,5,59,59B,3,,4,{2B6F5581-B362-4EA4-8D46-1A1B7E8B2448}
270,3,1273123.90452274,5108.79296105491,260,Minneapolis W-03 P-02,1,Minneapolis,1465,27,135,5,60,60A,2,,1,{4B3C03BD-EDE0-4130-907A-1F677A0DF1A3}
271,3,362913.029773655,2454.01799954568,260,Minneapolis W-03 P-03,1,Minneapolis,1470,27,135,5,60,60A,2,,1,{91351658-F6C6-4A27-AE66-65344A9CB7ED}
272,3,831657.27021054,5202.29313943468,260,Minneapolis W-03 P-04,1,Minneapolis,1475,27,135,5,60,60A,4,,1,{D276F9D2-6112-414D-806C-34EB2D92F5BE}
273,3,339466.282254195,2521.834806186,260,Minneapolis W-03 P-05,1,Minneapolis,1480,27,135,5,59,59B,2,,2,{FA29E72C-E6D4-4E89-BB84-F2A1E60771BA}
274,3,417983.727255605,2902.87111681153,260,Minneapolis W-03 P-06,1,Minneapolis,1485,27,135,5,59,59B,2,,4,{05F3F4C2-7260-4EFE-82F2-35A694DABBEE}
275,3,1151748.11220867,5582.29764619971,260,Minneapolis W-03 P-07,1,Minneapolis,1490,27,135,5,59,59B,4,,4,{DB956F1E-D9D0-4697-8C01-6C35772DDE7F}
276,3,357270.364017645,2694.06812097581,260,Minneapolis W-03 P-08,1,Minneapolis,1495,27,135,5,60,60B,4,,4,{163811A0-E75B-4763-824E-1BDC4956BB2E}
277,3,709975.75310189,4645.28522080099,260,Minneapolis W-03 P-09,1,Minneapolis,1500,27,135,5,60,60B,4,,4,{C7FA5E29-1102-4B99-A2B4-392DEE783F47}
278,4,1284183.33525168,4816.37414914518,260,Minneapolis W-04 P-01,1,Minneapolis,1520,27,135,5,59,59A,2,,2,{3C1D82A6-5832-46C7-8F1F-5FDE46E4257F}
279,4,2617082.87753712,6791.03071918929,260,Minneapolis W-04 P-02,1,Minneapolis,1525,27,135,5,59,59A,2,,2,{F7934B46-9923-4627-8E01-F0D2E391A454}
280,4,1735351.90898356,7130.27436015639,260,Minneapolis W-04 P-03,1,Minneapolis,1530,27,135,5,59,59A,2,,2,{56B9DED1-E092-4452-80F0-24ABB7E4E965}
281,4,2197970.00718013,7208.79994367225,260,Minneapolis W-04 P-04,1,Minneapolis,1535,27,135,5,59,59A,2,,2,{80D1B842-F6D2-45FF-A345-FDB1168273C5}
282,4,1597289.26496445,5799.66882145956,260,Minneapolis W-04 P-05,1,Minneapolis,1540,27,135,5,59,59A,2,,2,{880207D0-BB96-47A9-9613-D11A867C7452}
283,4,1005647.898428,4453.06837097667,260,Minneapolis W-04 P-06,1,Minneapolis,1545,27,135,5,59,59A,2,,2,{7FE318D7-5712-468C-8260-BDB2D070171D}
284,4,1442466.44393506,4805.67522157737,260,Minneapolis W-04 P-07,1,Minneapolis,1550,27,135,5,59,59A,2,,2,{C19103E2-7D55-4077-A13E-DEDCD2B35314}
285,4,1557269.53950399,5043.40473528866,260,Minneapolis W-04 P-08,1,Minneapolis,1555,27,135,5,59,59A,2,,2,{C8563D5C-0DA4-4784-916E-D347DEC5E431}
286,4,202615.440106255,2223.57380906834,260,Minneapolis W-04 P-09,1,Minneapolis,1560,27,135,5,59,59B,2,,2,{F02D0DBC-DC17-40DB-B135-4537FB4C65DF}
287,5,958108.346062725,4005.94861043293,260,Minneapolis W-05 P-01,1,Minneapolis,1565,27,135,5,59,59A,2,,2,{EDEF90A7-3EB3-44B3-AC74-FF430987D84D}
288,5,1522396.82883134,5448.76581096412,260,Minneapolis W-05 P-02,1,Minneapolis,1570,27,135,5,59,59B,2,,2,{8238AB20-B13D-43F1-BB7D-1A03526DBAF3}
289,5,2386097.1836581,6137.02074354283,260,Minneapolis W-05 P-03,1,Minneapolis,1575,27,135,5,59,59A,2,,2,{770D9C63-42A2-408D-9648-CC409E5F92C5}
290,5,1105154.45888271,4624.74132405249,260,Minneapolis W-05 P-04,1,Minneapolis,1580,27,135,5,59,59B,2,,2,{5811A0B3-B74E-495F-B52C-76047814F368}
291,5,1634281.66478774,5976.38819901611,260,Minneapolis W-05 P-05,1,Minneapolis,1585,27,135,5,59,59B,2,,2,{BA6FC5EF-352A-487D-BC3F-7EC3BBDCB417}
292,5,1052191.62795686,4360.79586536088,260,Minneapolis W-05 P-06,1,Minneapolis,1590,27,135,5,59,59B,2,,2,{09995BDB-3A32-4CCA-9E26-877E11BBBD3A}
293,5,1389660.44426871,5445.35856564065,260,Minneapolis W-05 P-07,1,Minneapolis,1595,27,135,5,59,59B,2,,2,{32542E0F-0AE0-45EF-A111-782F91442532}
294,5,1465116.75636853,7584.11602418761,260,Minneapolis W-05 P-08,1,Minneapolis,1600,27,135,5,59,59B,2,,2,{24A0AA6F-C7A4-4D36-BA8D-7F12F4F5EEC5}
295,5,972977.932235115,6095.75038658302,260,Minneapolis W-05 P-09,1,Minneapolis,1605,27,135,5,61,61A,2,,2,{60710113-3BD5-4A3F-BFF6-398BF8CD7F24}
296,6,407869.94527313,3622.72521179539,260,Minneapolis W-06 P-01,1,Minneapolis,1610,27,135,5,61,61A,4,,4,{D15EF2B1-0A77-4E95-B640-BE3C7CA2336D}
297,6,564218.97817875,3590.17340819532,260,Minneapolis W-06 P-02,1,Minneapolis,1615,27,135,5,61,61A,4,,4,{9123BFED-A1FA-4D95-9D16-387452239996}
298,6,610626.97713794,4091.28644292776,260,Minneapolis W-06 P-03,1,Minneapolis,1620,27,135,5,60,60B,4,,3,{5BE30F19-1EFB-4638-83B7-7D5AC2D18F74}
299,6,289853.25044016,2194.53615413324,260,Minneapolis W-06 P-04,1,Minneapolis,1625,27,135,5,62,62A,3,,4,{55830BF7-88B1-4CD5-9D2F-8F8FFDF07DDD}
300,6,619956.088831185,3374.84537033675,260,Minneapolis W-06 P-05,1,Minneapolis,1630,27,135,5,62,62A,4,,3,{E3B68990-287D-4C06-8805-FC617173EEE5}
301,6,649880.99985205,3227.21238725781,260,Minneapolis W-06 P-06,1,Minneapolis,1635,27,135,5,62,62A,4,,3,{5AB950A7-4452-4793-8580-72A75E73FFC8}
302,6,740171.447993955,3871.85119023892,260,Minneapolis W-06 P-07,1,Minneapolis,1640,27,135,5,62,62B,4,,3,{482B7C3C-C035-43A0-873B-82010077FB30}
303,6,488896.860148965,3565.22598025944,260,Minneapolis W-06 P-08,1,Minneapolis,1645,27,135,5,63,63A,4,,3,{8FB1E7E4-BCA7-4BAE-BF5F-A30228B2E921}
304,6,487175.20515509,4263.6893060602,260,Minneapolis W-06 P-09,1,Minneapolis,1650,27,135,5,63,63A,4,,3,{0AB5C184-B9C2-4F48-A09A-9DEF292A01BA}
305,7,1570038.9618746,7895.14111634678,260,Minneapolis W-07 P-01,1,Minneapolis,1655,27,135,5,61,61A,3,,4,{F8FC09CC-17C0-4120-86C0-C249495F3162}
306,7,226900.89158997,2399.47856386171,260,Minneapolis W-07 P-10,1,Minneapolis,1700,27,135,5,62,62A,3,,4,{C73D3BD1-025F-4052-A19F-E77692BDA57E}
307,7,224165.725712505,3049.17168649802,260,Minneapolis W-07 P-11,1,Minneapolis,1705,27,135,5,59,59B,3,,4,{7D7EDECD-1569-4E5E-9646-72477D91050F}
308,7,3001433.69448085,8247.55350890717,260,Minneapolis W-07 P-12,1,Minneapolis,1710,27,135,5,61,61B,3,,6,{DF6D6A81-F77A-42DE-9A84-29602694A2D9}
309,7,2864237.3022082,9780.33747660724,260,Minneapolis W-07 P-02,1,Minneapolis,1660,27,135,5,61,61A,3,,4,{55575FAE-7065-49BF-B15A-2D2D3966710C}
310,7,1251781.64070206,5705.66116818306,260,Minneapolis W-07 P-03,1,Minneapolis,1665,27,135,5,61,61A,3,,4,{FE4F6D8F-4E05-4C60-A685-39F16A91B05E}
311,7,1237941.43873334,9443.10732681136,260,Minneapolis W-07 P-04,1,Minneapolis,1670,27,135,5,61,61A,3,,6,{9AF24D1D-BE47-4B9C-8C6E-D3292F7D80A9}
312,7,273472.78840943,2532.14083024802,260,Minneapolis W-07 P-05,1,Minneapolis,1675,27,135,5,61,61A,3,,4,{5C209BF9-3B97-48CD-9D6C-208A6914A64F}
313,7,1155962.00060865,4444.45528257007,260,Minneapolis W-07 P-06,1,Minneapolis,1680,27,135,5,61,61A,3,,4,{269350F0-AE51-46E1-8DB7-3DBE8E1DD023}
314,7,1539465.03070255,8969.24063882824,260,Minneapolis W-07 P-07,1,Minneapolis,1685,27,135,5,61,61A,3,,4,{AF1C8BE7-67F7-48FE-B26B-F0140081ED55}
315,7,918406.29834586,4813.36491802612,260,Minneapolis W-07 P-08,1,Minneapolis,1690,27,135,5,61,61A,3,,4,{3139217C-4AC6-4964-A145-F82465A7D8F2}
316,7,666124.845180165,4164.46554199253,260,Minneapolis W-07 P-09,1,Minneapolis,1695,27,135,5,61,61A,3,,4,{EC03A153-3859-46FD-A756-F8300129E8D2}
317,8,421055.417275365,2933.26616507546,260,Minneapolis W-08 P-01,1,Minneapolis,1715,27,135,5,62,62A,3,,6,{6B0F3865-8CC0-4775-9A98-83AA1FFED04F}
318,8,540418.983911655,3603.58737582916,260,Minneapolis W-08 P-10,1,Minneapolis,1760,27,135,5,62,62B,4,,5,{9BFCF180-15EF-4553-9C09-A044305E3A9C}
319,8,654480.20803158,3592.59529047973,260,Minneapolis W-08 P-11,1,Minneapolis,1765,27,135,5,62,62B,4,,5,{AFACEB25-3FED-4AB7-B393-CA92E008F277}
320,8,842845.472170345,3751.55072716168,260,Minneapolis W-08 P-02,1,Minneapolis,1720,27,135,5,62,62A,3,,6,{75383EDC-BB17-4068-8BEF-67B4E8EA68B4}
321,8,851040.26994839,3724.71291940191,260,Minneapolis W-08 P-03,1,Minneapolis,1725,27,135,5,62,62A,3,,6,{FAEA127C-5B28-4B1A-B215-FAC59D363B81}
322,8,1310042.36511385,4583.40940901569,260,Minneapolis W-08 P-04,1,Minneapolis,1730,27,135,5,62,62B,3,,6,{824A8179-083B-4878-AE60-B522D9DA7879}
323,8,641286.040813925,3443.25154688598,260,Minneapolis W-08 P-05,1,Minneapolis,1735,27,135,5,62,62A,4,,3,{2EACF0CE-A786-4181-A5FF-C355D3B3DA0A}
324,8,390694.695530735,2751.46664344604,260,Minneapolis W-08 P-06,1,Minneapolis,1740,27,135,5,62,62B,4,,3,{E19E8F4A-D98F-4805-8D0A-A2EFBCB7C6B2}
325,8,963147.66626852,3951.92208053235,260,Minneapolis W-08 P-07,1,Minneapolis,1745,27,135,5,62,62B,4,,5,{80AF42AF-8EB4-422D-96F9-F9C9D137E7CB}
326,8,882038.34502488,3977.8950915885,260,Minneapolis W-08 P-08,1,Minneapolis,1750,27,135,5,62,62B,4,,5,{9493F24F-651E-4BE1-A987-2DB23C315DB9}
327,8,468765.49296192,3263.62711121465,260,Minneapolis W-08 P-09,1,Minneapolis,1755,27,135,5,63,63B,4,,5,{DB8BEEB4-EBFD-4F3E-996C-A814E3D9A0AF}
328,9,230357.86432416,1952.57698337246,260,Minneapolis W-09 P-01,1,Minneapolis,1770,27,135,5,62,62A,4,,3,{299B3437-A046-475B-9E02-E1E6D89A358E}
329,9,1233958.03193122,5155.03750002536,260,Minneapolis W-09 P-02,1,Minneapolis,1775,27,135,5,62,62B,4,,3,{A9D2751F-8C44-46C0-B8B7-F02EF2D9E041}
330,9,959060.874012275,4000.88400901164,260,Minneapolis W-09 P-03,1,Minneapolis,1780,27,135,5,62,62B,4,,3,{7747D6EC-FC0A-4A61-B2DD-82D3F990FACC}
331,9,1015601.74482293,4454.07356316848,260,Minneapolis W-09 P-04,1,Minneapolis,1785,27,135,5,62,62B,4,,3,{F0076DFA-8187-4D72-AC6D-EC52F32056D9}
332,9,421720.390256925,3612.62137017041,260,Minneapolis W-09 P-05,1,Minneapolis,1790,27,135,5,62,62B,4,,3,{D71CA87B-5ACC-4FA6-9DD9-2B5E3B1C5D4A}
333,9,1192598.67288541,4521.25353211816,260,Minneapolis W-09 P-06,1,Minneapolis,1795,27,135,5,63,63A,4,,3,{C5DD51CE-086A-4EE0-AD60-3B845AC6F10E}
334,9,480094.421981945,3194.83952818839,260,Minneapolis W-09 P-07,1,Minneapolis,1800,27,135,5,62,62B,4,,3,{E9607793-5397-41AD-B84C-F36B012D6C52}
335,9,1373572.81734377,6154.76894833274,260,Minneapolis W-09 P-08,1,Minneapolis,1805,27,135,5,63,63A,4,,5,{7D72A37A-C0DC-4733-A476-27BF8344D0AC}
336,9,1056781.26771031,5911.92063037297,260,Minneapolis W-09 P-09,1,Minneapolis,1810,27,135,5,63,63A,4,,5,{0575A2BA-BCA6-471F-9A0E-01BFD03A594B}
337,3,4279743.94367366,13915.8346478224,260,Plymouth W-03 P-11,40,Plymouth,2450,27,180,3,42,42B,2,1,,{F277AC61-2628-49DD-9BA6-78CC0677D486}
338,2,3938033.25043945,9961.82013182406,260,Plymouth W-02 P-06,40,Plymouth,2425,27,180,3,42,42A,7,1,,{04E341A3-70A3-422F-BEE0-BFF1C56F84DF}
339,2,5173062.59552196,10728.5811096912,260,Plymouth W-02 P-10,40,Plymouth,2445,27,180,3,42,42A,2,1,,{5BC61559-2C85-4D0E-9648-D6D3293A8AB1}
340,3,1971235.11346459,5666.21483342744,260,Plymouth W-03 P-12,40,Plymouth,2455,27,180,3,42,42B,2,1,,{A83116EC-457B-4C79-83C3-B94DFF2B7C40}
341,3,5096097.23513684,14618.1250221992,260,Plymouth W-03 P-13,40,Plymouth,2460,27,180,3,42,42B,2,1,,{01B5FED4-4684-4CB2-A336-C612D2597C5C}
342,4,3290623.51836503,9394.03657892004,260,Plymouth W-04 P-21,40,Plymouth,2500,27,180,3,42,42B,2,1,,{3DA53024-FA30-4175-9173-120006F9BB6E}
343,4,4754285.30808374,11319.4721315722,260,Plymouth W-04 P-20,40,Plymouth,2495,27,180,3,42,42B,2,1,,{65D17FBE-D121-4A82-8022-B6FBEE2FA7F5}
344,4,3880804.4633067,9971.14674722805,260,Plymouth W-04 P-17,40,Plymouth,2480,27,180,3,42,42B,7,1,,{6515C990-A980-4E97-A677-6D2E44153BD3}
345,4,6513622.42522215,11332.6608999286,260,Plymouth W-04 P-19,40,Plymouth,2490,27,180,3,42,42B,7,1,,{BC78E7C4-8044-42C1-A945-203422940637}
346,1,4082662.83652592,10511.4239305227,260,Plymouth W-01 P-02,40,Plymouth,2405,27,180,3,42,42A,7,1,,{8FA433F0-F5EB-47B6-98A3-9FE60989D61B}
347,3,5748458.82978436,17790.9853160298,260,Plymouth W-03 P-14,40,Plymouth,2465,27,180,3,42,42B,2,1,,{A136BFEF-0183-4575-BEED-6B25CF70ACB5}
348,1,4220873.30642799,12021.780791234,260,Plymouth W-01 P-04,40,Plymouth,2415,27,180,3,42,42A,7,1,,{2F9A3829-497C-485B-A309-DB38110930D4}
349,1,1998676.81187559,6887.69741113231,260,Plymouth W-01 P-05,40,Plymouth,2420,27,180,3,42,42B,2,1,,{D0F4C5E8-86A0-46ED-8DF8-FA268F25056B}
350,3,6558639.46576777,11986.8680205187,260,Plymouth W-03 P-15,40,Plymouth,2470,27,180,3,42,42A,2,1,,{F13E6D59-BC27-44B3-9342-68EE9061B406}
351,3,3153628.96133982,10299.2228169447,260,Plymouth W-03 P-16,40,Plymouth,2475,27,180,3,43,43B,2,1,,{BB198C8B-522E-4866-9CB0-3B9021874291}
352,2,5260829.18986037,9399.92144675803,260,Plymouth W-02 P-08,40,Plymouth,2435,27,180,3,42,42A,2,1,,{636A6DF2-3618-4E79-A50E-E8E734602500}
353,2,4421414.76381383,9386.80588639408,260,Plymouth W-02 P-09,40,Plymouth,2440,27,180,3,42,42A,7,1,,{E52487EF-5D6F-434E-B60F-AA9F6A871D2F}
354,2,4836380.83246372,9011.99929342081,260,Plymouth W-02 P-07,40,Plymouth,2430,27,180,3,42,42A,2,1,,{15D1D40B-9817-4C0C-9E41-468A3754DCCE}
355,4,2912679.44495354,9514.47099613621,260,Plymouth W-04 P-18,40,Plymouth,2485,27,180,3,42,42B,7,1,,{F9FCC828-F831-427C-AECB-211E17DB3045}
356,1,6127259.97738026,11396.4221957998,260,Plymouth W-01 P-01,40,Plymouth,2400,27,180,3,42,42A,7,1,,{C6AC1992-4AFA-4639-94DF-FC7DAA868046}
357,1,3136298.59330314,7367.76850911322,260,Plymouth W-01 P-03,40,Plymouth,2410,27,180,3,42,42B,7,1,,{DA9887A9-5F48-4513-B5A4-C3AC96CC34E4}
358,3,2518961.85235611,6814.02437074117,260,Richfield W-03 P-07,42,Richfield,2605,27,185,5,51,51A,5,4,,{306FFEC3-CD4E-4660-AF7C-E2BB2BDC5707}
359,3,1582064.53143914,5578.97928527179,260,Richfield W-03 P-08,42,Richfield,2610,27,185,5,51,51A,5,5,,{7875BB5A-1135-4DB9-A99C-F2750FA195DF}
360,3,1523061.47608268,5807.68006136331,260,Richfield W-03 P-09,42,Richfield,2615,27,185,5,51,51A,5,5,,{3DE2F705-8DBD-4B9E-9827-0D6747B38C24}
361,2,1905226.716471,5855.44049205816,260,Richfield W-02 P-06,42,Richfield,2595,27,185,5,51,51A,5,5,,{03D3D376-CB6C-4B35-B39D-5E93FC1B2228}
362,2,2045878.28931958,6393.3910031752,260,Richfield W-02 P-05,42,Richfield,2600,27,185,5,51,51A,5,4,,{81E438AA-3DAA-47A9-BB9E-09BCACBB1A3E}
363,2,1976148.49071273,6922.59693828899,260,Richfield W-02 P-04,42,Richfield,2590,27,185,5,51,51A,5,4,,{13BAE934-0504-4769-8BCE-9EE9B274B9D3}
364,1,2125941.83052099,5920.25530918568,260,Richfield W-01 P-01,42,Richfield,2575,27,185,5,51,51A,5,4,,{E00BD356-6785-4619-9F1F-08F620FEA4F3}
365,1,2626018.65151748,8183.85544919141,260,Richfield W-01 P-03,42,Richfield,2585,27,185,5,51,51A,5,4,,{1EF91F15-EFAB-41BB-8AD4-B733BE2AA6D6}
366,1,1598932.26658924,5585.8167605774,260,Richfield W-01 P-02,42,Richfield,2580,27,185,5,51,51A,5,4,,{8E66C0D1-B799-44AC-A5EF-3DA94955CFE3}
367,W,10196327.1508514,13426.3607211769,260,Brooklyn Park W-W P-08,48,Brooklyn Park,0430,27,15,3,34,34B,1,2,,{F312E03F-A2C7-416A-9A85-5AF1B1A92773}
368,E,3605728.7366603,11101.9769235387,260,Brooklyn Park W-E P-06,48,Brooklyn Park,0365,27,15,3,34,34B,1,2,,{68D8C609-5CD2-45B6-8FD5-16A175CE14AB}
369,C,4068275.06761198,8939.85519605696,260,Brooklyn Park W-C P-07,48,Brooklyn Park,0330,27,15,3,34,34B,1,2,,{2E60E9B6-FDBD-4C41-96DA-7E59FBBE2D73}
370,W,1130126.81472851,4534.0460877175,260,Brooklyn Park W-W P-02,48,Brooklyn Park,0400,27,15,3,38,38A,1,3,,{D9B1A676-D940-4394-AF55-BB0D78E79173}
371,W,1808863.36731091,7232.39480479346,260,Brooklyn Park W-W P-04,48,Brooklyn Park,0410,27,15,3,38,38A,1,2,,{F1819FC6-F4EB-4DB4-B8AC-6FCBD4510F02}
372,W,1958171.61390792,6563.14964836862,260,Brooklyn Park W-W P-05,48,Brooklyn Park,0415,27,15,3,38,38A,1,2,,{4474DA4C-20CD-4052-BCFB-224FA1991002}
373,W,5537756.07460209,12537.2450445229,260,Brooklyn Park W-W P-03,48,Brooklyn Park,0405,27,15,3,38,38A,1,3,,{F075174A-27BC-4CDB-BCD3-A1FA4326CFB8}
374,W,1467561.12956994,5076.52798091638,260,Brooklyn Park W-W P-07,48,Brooklyn Park,0425,27,15,3,38,38A,1,2,,{02DA6E6B-0E17-4D16-A35D-D7D46FDBA26C}
375,W,5046277.05542863,10472.9718884041,260,Brooklyn Park W-W P-06,48,Brooklyn Park,0420,27,15,3,38,38A,1,2,,{F836956F-A85C-405D-84A1-E608182E3E95}
376,E,1285910.56692203,4607.17171563596,260,Brooklyn Park W-E P-01,48,Brooklyn Park,0340,27,15,3,38,38B,1,2,,{7066EA52-58D9-4504-B816-6ED3E2DE2246}
377,E,1587953.37481785,6603.69822294902,260,Brooklyn Park W-E P-03,48,Brooklyn Park,0350,27,15,3,38,38B,1,2,,{8891458B-C6AA-4A02-BE07-E5C1D8A3F55F}
378,E,2458645.3697542,7369.48895043373,260,Brooklyn Park W-E P-02,48,Brooklyn Park,0345,27,15,3,38,38B,1,2,,{7C3F47DB-234A-444D-87D5-3D5F8318DE9A}
379,E,2218618.38250045,7569.94115188107,260,Brooklyn Park W-E P-09,48,Brooklyn Park,0380,27,15,3,34,34B,1,2,,{B41C6A86-A724-4212-B1A8-FF9DCF2916FB}
380,E,3952471.11076886,10843.7280520094,260,Brooklyn Park W-E P-08,48,Brooklyn Park,0375,27,15,3,34,34B,1,2,,{BC410AD2-E75D-4C2F-9D95-D6CD9DC2A74A}
381,E,4205644.70076096,10953.1273634318,260,Brooklyn Park W-E P-07,48,Brooklyn Park,0370,27,15,3,34,34B,1,2,,{7DBF9A19-25DB-4C38-9FB0-FEE8BDD8051C}
382,E,1281115.42044854,4908.01892373086,260,Brooklyn Park W-E P-04,48,Brooklyn Park,0355,27,15,3,34,34B,1,2,,{1F34DDD9-0F0E-4BC8-9470-DA64E24041CC}
383,E,1193936.5851373,5167.56984762369,260,Brooklyn Park W-E P-05,48,Brooklyn Park,0360,27,15,3,34,34B,1,2,,{6279229B-EED4-4A24-AACD-657B01DFC932}
384,C,1100123.9266138,5086.22364461519,260,Brooklyn Park W-C P-01,48,Brooklyn Park,0300,27,15,3,38,38A,1,2,,{64E414EA-1C7E-48D3-B63C-87DB8B8C49B4}
385,C,1844089.56499368,5787.39475404245,260,Brooklyn Park W-C P-03,48,Brooklyn Park,0310,27,15,3,34,34B,1,2,,{FAE45D46-293A-4242-A624-118DAF0E9582}
386,C,1591647.96601008,5213.47456670296,260,Brooklyn Park W-C P-02,48,Brooklyn Park,0305,27,15,3,38,38A,1,2,,{F3ED1522-A974-47D6-82C5-113E5B654186}
387,C,2521406.80375717,6374.31731870115,260,Brooklyn Park W-C P-04,48,Brooklyn Park,0315,27,15,3,38,38A,1,2,,{96D9DAFD-4388-4D73-8C03-F96E9C11F511}
388,C,2206580.32929981,5929.87015537525,260,Brooklyn Park W-C P-05,48,Brooklyn Park,0320,27,15,3,38,38A,1,2,,{9707E172-2F3B-4EEE-A8F4-CBA198960934}
389,C,1664388.1726458,6833.57784325027,260,Brooklyn Park W-C P-06,48,Brooklyn Park,0325,27,15,3,34,34B,1,2,,{875EC8FB-68FF-4CB7-B7EB-13CE8A94873A}
390,C,2693723.23458528,7158.60503277948,260,Brooklyn Park W-C P-08,48,Brooklyn Park,0335,27,15,3,34,34B,1,2,,{602C404E-203E-4D1C-84AC-B3EBF75C2187}
391,W,2077033.58893591,6962.63360484119,260,Brooklyn Park W-W P-01,48,Brooklyn Park,0395,27,15,3,38,38A,1,3,,{0F2CDF36-EA33-4BBB-AD1F-FAB1AE0BF6CE}
392,,8698879.63284921,26250.24402067,260,Shorewood P-02,26,Shorewood,2730,27,220,3,45,45A,6,4,,{6E7223BA-FA55-42DB-98A9-228CC71CF4CA}
393,,3261553.48479193,8145.70343067241,260,Brooklyn Center P-05,22,Brooklyn Center,0220,27,10,5,38,38B,1,3,,{42BB8A6F-BF75-4934-936C-8F6C4D7FCA8C}
394,,617763.503504665,3249.9109551295,260,Chanhassen P-01,14,Chanhassen,0485,27,26,3,49,49A,5,5,,{52F82D13-FBD0-4945-83A7-D9EFD283BBD3}
395,,8096.577669385,391.159906246398,260,Chanhassen P-02,14,Chanhassen,0490,27,26,3,45,45A,6,5,,{8E43F4FA-BBB9-4797-9F82-EBC906BEBF08}
396,02,6543242.46096328,17166.0620214492,260,Bloomington W-02 P-10,20,Bloomington,0050,27,5,3,50,50B,5,5,,{DD2BB48D-6907-4CA1-9F74-35EC7161927A}
397,02,2366472.06310442,8984.14684192833,260,Bloomington W-02 P-13,20,Bloomington,0065,27,5,3,50,50B,5,5,,{61E04E0C-469C-46C3-BE81-5ED07FAD6286}
